Marca temporal;Autorizo;®Planea usted iniciar estudios universitarios en los pr¢ximos dos a§os?;®Cu†l es su edad? ;GÇnero ;Grado que cursa actualmente  o titulo profesional obtenido;Tipo de instituci¢n Educativa;Nombre del establecimiento educativo en el cual esta estudiando o es Egresado(a) ;Departamento donde reside;Municipio  donde reside;®Ha cursado estudios complementarios en programaci¢n o an†lisis de datos?;"®Cu†l es el nivel de adopci¢n de IA en su organizaci¢n o establecimiento educativo? 
Donde 1 (Nulo o Inexistente) y 5 (Muy alto o Avanzado) ";®Considera que la IA transformar† la mayor°a de los empleos en la pr¢xima dÇcada?;®Cree usted que la regi¢n Orinoqu°a requiere m†s profesionales especializados en IA?;®Esta de acuerdo con que los riesgos Çticos de la IA deben abordarse en los planes de estudio?;"®QuÇ tan familiarizado(a) est†s con la ?inteligencia artificial??
Donde 1 (Nada familiarizado(a)) y 5 (Muy familiarizado(a)) ";®Ha usado aplicaciones con IA (Chat GPT, Gemini, Copilot, filtros de fotos, chatbots. etc)?  ;®QuÇ tan importante cree que ser† aprender a programar para tu futuro?  ;®Le gustar°a participar en proyectos escolares con robots, drones o apps que usen IA?  ; ®En quÇ †reas cree que la IA puede ayudar a tu comunidad?  ;®Cu†l de los siguientes programas acadÇmicos  relacionados con tecnolog°a inform†tica ser°a su primera opci¢n de inscripci¢n?  Escoger solo uno;®Estar°a dispuesto a matricularse en el programa de Ingenier°a en IA en Unitropico?;®QuÇ nivel de importancia tiene para usted el costo de la matr°cula? ;®QuÇ tan relevante es la cercan°a del del campus universitario a su lugar de residencia? ;®Cu†nta importancia otorga usted al prestigio de la universidad para realizar el programa de ingenier°a en IA?  ;En el mercado laboral actual, ®QuÇ tan probable considera que un egresado de Ingenier°a en Inteligencia Artificial obtenga empleo en su campo? ;®QuÇ relevancia tiene para usted la disponibilidad de becas u otros apoyos financieros?  ;Puntuaci¢n
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;3;3;4;De acuerdo;3;3;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Importante;Importante;Poco probable;4;
;Si;No sabe;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;No;5;3;4;Ni de acuerdo ni en desacuerdo;3;3;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a Multimedia;Tal vez;Muy importante;Moderado;Moderado;Muy probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;4;5;Totalmente de acuerdo;3;5;5;Si;Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Importante;Muy importante;Poco;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;5;4;Totalmente de acuerdo;3;3;3;Si;Educaci¢n, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Poco;Muy importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;Si;5;3;3;Totalmente de acuerdo;5;5;4;Tal vez;Seguridad;Ingenier°a en Inteligencia Artificial;No;Importante;Muy importante;Moderado;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;5;5;De acuerdo;5;4;4;Si;Entretenimiento;Ingenier°a de Sistemas;Tal vez;Muy importante;Moderado;Moderado;Muy probable;3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;3;5;4;Totalmente de acuerdo;4;3;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a Mecatr¢nica;No;Importante;Moderado;Importante;Probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;5;3;Ni de acuerdo ni en desacuerdo;5;4;4;Si;Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Importante;Moderado;Poco probable;2;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;No;2;5;5;Totalmente de acuerdo;4;3;4;Tal vez;Salud, Educaci¢n, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Moderado;Moderado;Nada probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;No;3;4;4;Ni de acuerdo ni en desacuerdo;3;3;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Moderado;Probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;4;4;Ni de acuerdo ni en desacuerdo;5;3;5;Si;Educaci¢n, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Moderado;Muy probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;No;2;3;3;Ni de acuerdo ni en desacuerdo;4;4;3;Si;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Poco;Moderado;Neutral / No estoy seguro(a);2;
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;3;4;De acuerdo;5;3;5;Tal vez;Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;No;Muy importante;Muy importante;Moderado;Poco probable;2;
;Si;Si;18 - 22 a§os;Femenino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;No;4;4;5;Totalmente de acuerdo;3;3;4;Tal vez;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Nada importante;Importante;Neutral / No estoy seguro(a);3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;5;5;3;De acuerdo;3;4;5;Si;Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Moderado;Probable;3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;3;5;4;De acuerdo;4;5;3;Tal vez;Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Poco;Importante;Muy probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;4;3;Totalmente de acuerdo;5;5;3;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a Electr¢nica;No;Muy importante;Importante;Moderado;Probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;3;3;Ni de acuerdo ni en desacuerdo;4;4;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Poco;Muy importante;Neutral / No estoy seguro(a);3;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Para°so;Casanare;Yopal;Si;4;4;3;Ni de acuerdo ni en desacuerdo;3;4;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Poco;Poco;Muy importante;Muy probable;4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;2;5;3;Ni de acuerdo ni en desacuerdo;5;5;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Moderado;Moderado;Neutral / No estoy seguro(a);3;
;Si;Si;18 - 22 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;No;5;4;4;Totalmente de acuerdo;4;4;3;Tal vez;Salud, Educaci¢n;Ciencia de Datos;Si;Moderado;Importante;Muy importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;3;3;De acuerdo;3;3;3;Si;Medio ambiente, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Si;Moderado;Poco;Muy importante;Probable;3;
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;5;5;Ni de acuerdo ni en desacuerdo;5;3;5;Si;Otro;Ingenier°a en Automatizaci¢n;Tal vez;Nada Importante;Importante;Moderado;Neutral / No estoy seguro(a);5;
;Si;No sabe;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;4;3;Ni de acuerdo ni en desacuerdo;3;4;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Importante;Importante;Probable;5;
;Si;Si;18 - 22 a§os;Masculino;Decimo;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;5;5;Ni de acuerdo ni en desacuerdo;3;5;5;Si;Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a Mecatr¢nica;Si;Moderado;Poco;Nada importante;Probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;No;5;5;5;Ni de acuerdo ni en desacuerdo;3;5;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Moderado;Muy importante;Importante;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Femenino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;No;3;4;5;De acuerdo;3;4;3;Si;Otro;Ingenier°a en Inteligencia Artificial;Si;Moderado;Moderado;Moderado;Poco probable;3;
;Si;Si;18 - 22 a§os;Femenino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;3;5;De acuerdo;4;4;4;Si;Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Moderado;Probable;4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;2;4;4;Ni de acuerdo ni en desacuerdo;4;5;5;Tal vez;Medio ambiente, Salud, Entretenimiento, Seguridad;Ingenier°a Multimedia;No;Muy importante;Poco;Muy importante;Neutral / No estoy seguro(a);3;
;Si;Si;Menos de 17 a§os;Femenino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;4;5;3;Ni de acuerdo ni en desacuerdo;5;3;5;Tal vez;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Moderado;Importante;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;No;5;3;3;Totalmente de acuerdo;3;4;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Importante;Probable;2;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;2;5;3;De acuerdo;3;4;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Importante;Probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;3;4;4;De acuerdo;3;3;4;Tal vez;Salud;Ingenier°a en Telecomunicaciones;Si;Importante;Moderado;Importante;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;4;5;3;De acuerdo;4;5;3;Tal vez;Seguridad;Ingenier°a de Sistemas;Tal vez;Importante;Importante;Poco;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;5;3;Ni de acuerdo ni en desacuerdo;4;5;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura;Ingenier°a en Inteligencia Artificial;Si;Moderado;Importante;Moderado;Poco probable;2;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;4;4;Ni de acuerdo ni en desacuerdo;3;4;3;Tal vez;Educaci¢n;Ingenier°a en Ciberseguridad;No;Poco;Moderado;Importante;Probable;5;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;4;5;De acuerdo;4;3;5;Tal vez;Otro;Ingenier°a en Automatizaci¢n;Tal vez;Muy importante;Moderado;Importante;Neutral / No estoy seguro(a);5;
;Si;Si;18 - 22 a§os;Femenino;Decimo;Oficial (P£blica);Para°so;Casanare;Yopal;Si;5;5;4;Ni de acuerdo ni en desacuerdo;3;5;4;Si;Agricultura;Ingenier°a en Inteligencia Artificial;No;Moderado;Muy importante;Moderado;Neutral / No estoy seguro(a);2;
;Si;No sabe;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;5;3;De acuerdo;3;3;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Importante;Moderado;Probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;3;4;De acuerdo;4;3;5;Tal vez;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Importante;Moderado;Probable;3;
;Si;Si;18 - 22 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;3;3;De acuerdo;5;4;3;Si;Educaci¢n, Entretenimiento;Ingenier°a de Sistemas;Si;Importante;Moderado;Muy importante;Muy probable;2;
;Si;No sabe;18 - 22 a§os;Femenino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;4;4;4;Ni de acuerdo ni en desacuerdo;5;3;5;Si;Medio ambiente;Ingenier°a en Inteligencia Artificial;No;Muy importante;Nada importante;Moderado;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Para°so;Casanare;Yopal;Si;5;4;4;Totalmente de acuerdo;5;4;3;Tal vez;Educaci¢n;Ingenier°a en Inteligencia Artificial;No;Moderado;Moderado;Importante;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;5;4;Totalmente de acuerdo;4;3;4;Si;Medio ambiente, Salud, Educaci¢n, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Poco;Importante;Muy probable;2;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;4;4;De acuerdo;3;4;4;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Nada Importante;Moderado;Importante;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Para°so;Casanare;Yopal;Si;5;4;3;Ni de acuerdo ni en desacuerdo;4;4;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a de Sistemas;No;Importante;Poco;Moderado;Probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;3;3;4;Ni de acuerdo ni en desacuerdo;5;3;3;Si;Medio ambiente, Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Importante;Moderado;Probable;3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;2;4;5;De acuerdo;5;5;5;Tal vez;Educaci¢n, Agricultura, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Moderado;Importante;Importante;Probable;2;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;5;5;4;Totalmente de acuerdo;5;4;3;Si;Agricultura;Ingenier°a en Inteligencia Artificial;Si;Poco;Importante;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;18 - 22 a§os;Masculino;Decimo;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;Si;2;5;3;De acuerdo;4;5;3;Tal vez;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Importante;Poco;Muy probable;4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;3;4;En desacuerdo;4;5;5;Si;Salud, Educaci¢n, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Poco;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;3;5;De acuerdo;3;3;3;Si;Medio ambiente;Ingenier°a Mecatr¢nica;Si;Importante;Importante;Importante;Muy probable;4;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;2;5;4;Ni de acuerdo ni en desacuerdo;4;3;5;Si;Medio ambiente, Educaci¢n, Entretenimiento;Ingenier°a en Automatizaci¢n;Si;Muy importante;Importante;Importante;Poco probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;3;4;Totalmente de acuerdo;3;4;5;Tal vez;Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Nada importante;Importante;Probable;2;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;4;4;4;Ni de acuerdo ni en desacuerdo;3;3;3;Si;Salud, Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Moderado;Poco;Probable;5;
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;2;5;5;De acuerdo;4;4;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a Electr¢nica;Si;Importante;Muy importante;Moderado;Neutral / No estoy seguro(a);5;
;Si;No;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;3;4;De acuerdo;4;3;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Moderado;Moderado;Probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;5;4;Ni de acuerdo ni en desacuerdo;5;4;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Moderado;Moderado;Muy probable;4;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;4;4;3;Ni de acuerdo ni en desacuerdo;3;4;3;Si;Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Importante;Moderado;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;5;4;Ni de acuerdo ni en desacuerdo;4;5;3;Tal vez;Medio ambiente, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Importante;Poco;Neutral / No estoy seguro(a);5;
;Si;No sabe;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;3;4;De acuerdo;3;5;4;Si;Educaci¢n, Entretenimiento;Ingenier°a Mecatr¢nica;Si;Moderado;Importante;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;4;3;Totalmente de acuerdo;4;5;3;Si;Salud, Educaci¢n, Agricultura, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Moderado;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;2;5;4;De acuerdo;5;5;3;Tal vez;Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Importante;Moderado;Poco probable;3;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;3;5;Totalmente de acuerdo;4;5;5;Tal vez;Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Moderado;Moderado;Importante;Poco probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;5;3;Ni de acuerdo ni en desacuerdo;4;4;4;Si;Salud, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Muy importante;Importante;Neutral / No estoy seguro(a);2;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;4;4;3;Ni de acuerdo ni en desacuerdo;3;4;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Moderado;Importante;Moderado;Muy probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;3;3;Ni de acuerdo ni en desacuerdo;4;3;3;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Nada Importante;Moderado;Moderado;Muy probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;Si;2;4;3;En desacuerdo;3;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Tal vez;Moderado;Moderado;Nada importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;2;3;4;De acuerdo;4;4;3;Si;Otro;Ingenier°a en Inteligencia Artificial;Si;Nada Importante;Moderado;Importante;Poco probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;4;4;5;Ni de acuerdo ni en desacuerdo;3;5;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Poco;Moderado;Poco probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;4;5;5;Ni de acuerdo ni en desacuerdo;3;5;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Nada importante;Importante;Muy probable;3;
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;4;5;De acuerdo;4;3;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a Electr¢nica;No;Importante;Moderado;Moderado;Muy probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;4;3;De acuerdo;5;4;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;No;Muy importante;Moderado;Importante;Probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;5;3;3;Ni de acuerdo ni en desacuerdo;3;5;5;Si;Educaci¢n, Seguridad, Otro;Ingenier°a Mecatr¢nica;Si;Importante;Moderado;Poco;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;4;5;Ni de acuerdo ni en desacuerdo;5;3;4;Si;Salud, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Moderado;Moderado;Probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;5;5;Totalmente de acuerdo;4;3;4;Si;Otro;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Muy importante;Poco;Neutral / No estoy seguro(a);3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;4;5;Totalmente de acuerdo;5;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Nada Importante;Moderado;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;No;5;4;5;Ni de acuerdo ni en desacuerdo;3;4;4;Si;Salud, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Tal vez;Moderado;Moderado;Importante;Neutral / No estoy seguro(a);3;
;Si;No sabe;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;4;3;De acuerdo;3;5;5;Si;Salud, Educaci¢n;Ingenier°a de Sistemas;Tal vez;Muy importante;Moderado;Importante;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;2;5;5;Ni de acuerdo ni en desacuerdo;4;4;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Nada importante;Moderado;Probable;2;
;Si;No sabe;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;2;3;4;De acuerdo;4;3;3;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Poco;Importante;Moderado;Poco probable;4;
